iter,E_before,N,I,risk,iN,P_lem,accepted_lem,E_after,E_raw
238,1.2,0.08476684467901573,0.9152427105793819,0.0847572894206181,0.007184607987731918,1.2775822366912837,1,1.2,1.2
239,1.2,0.10255406130937433,0.9340320377358711,0.06596796226412899,0.006765282446489971,1.2957887788628843,1,1.2,1.2
240,1.2,0.06025356249449074,0.7978120386768195,0.2021879613231805,0.012182544963219933,1.2480710175312706,1,1.2,1.2
241,1.2,0.068923189705011,0.8456314470236781,0.15436855297632185,0.010639573061275076,1.258283616643736,1,1.2,1.2
242,1.2,0.06366080712692833,0.8945681766811961,0.10543182331880382,0.0067118749693387564,1.2569489321575895,1,1.2,1.2
243,1.2,0.057728672224292336,0.9392459723890594,0.06075402761094058,0.0035072493462575973,1.2542214228780346,1,1.2,1.2
244,1.2,0.028820704130983213,0.9439000870949424,0.05609991290505752,0.0016168389916105907,1.2272038651393724,1,1.2,1.2
245,1.2,0.025938512432569283,0.9355945232652454,0.0644054767347546,0.0016705822590099841,1.2242679301735593,1,1.2,1.2
246,1.2,0.1034114801778364,0.8575796534247349,0.14242034657526517,0.014727898846788622,1.2886835813310475,1,1.2,1.2
247,1.2,0.04855005065777232,0.9190416602452385,0.08095833975476158,0.003930531496262815,1.2446195191615095,1,1.2,1.2
248,1.2,0.047653077778143496,0.8960389503929703,0.10396104960702965,0.004954063982821219,1.2426990137953222,1,1.2,1.2
249,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
250,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
251,1.2,0.11455448919255637,0.817775363870348,0.18222463612965195,0.02087465011013174,1.2936798390824245,1,1.2,1.2
252,1.2,0.031220790668608382,1.0,0.0,0.0,1.2312207906686083,1,1.2,1.2
253,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
254,1.2,0.1568166004898961,0.7900758658389423,0.20992413416105768,0.032919589079921936,1.3238970114099742,1,1.2,1.2
255,1.2,0.03761710855802042,0.9316054592553602,0.06839454074463981,0.002572804863967066,1.2350443036940533,1,1.2,1.2
256,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
257,1.2,0.06397909892062954,0.927530113886297,0.07246988611370302,0.00463655801243536,1.259342540908194,1,1.2,1.2
258,1.2,0.09163224486760321,0.8728090448470736,0.12719095515292647,0.011654792747517295,1.279977452120086,1,1.2,1.2
259,1.2,0.08673304072431988,0.9303389652423542,0.06966103475764587,0.00604191336453316,1.2806911273597867,1,1.2,1.2
260,1.2,0.09591261633642192,0.8034580130150941,0.19654198698490588,0.01885085619168131,1.2770617601447405,1,1.2,1.2
261,1.2,0.02119401921394349,1.0,0.0,0.0,1.2211940192139434,1,1.2,1.2
262,1.2,0.11343137345280932,0.8734495511913818,0.12655044880861815,0.014354791219431,1.2990765822333783,1,1.2,1.2
263,1.2,0.11615285568266229,0.8827433587754144,0.11725664122458555,0.013619693725992997,1.3025331619566693,1,1.2,1.2
264,1.2,0.11820182305082845,0.8515835214987333,0.14841647850126674,0.017543098329633813,1.3006587247211945,1,1.2,1.2
265,1.2,0.07032915293290781,0.8373691153970154,0.16263088460298458,0.011437692354857386,1.2588914605780503,1,1.2,1.2
266,1.2,0.04552918090223315,0.9924210877135682,0.0075789122864318645,0.0003450616685311116,1.2451841192337019,1,1.2,1.2
267,1.2,0.042057431678865824,0.9269143844532041,0.07308561554679592,0.003073793282567224,1.2389836383962984,1,1.2,1.2
268,1.2,0.0,0.968126454867444,0.03187354513255607,0.0,1.2,0,1.2,1.2
269,1.2,0.03844914729529027,0.8964703902089735,0.10352960979102649,0.003980625216279105,1.2344685220790113,1,1.2,1.2
270,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
271,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
272,1.2,0.06990663604435772,0.9250733680192584,0.07492663198074152,0.005237868791907234,1.2646687672524504,1,1.2,1.2
273,1.2,0.0498648972420794,0.9481213668785078,0.05187863312149224,0.0025869227096627463,1.2472779745324167,1,1.2,1.2
274,1.2,0.06813552962479774,0.9686641665473981,0.031335833452601894,0.0021350836085274874,1.2660004460162704,1,1.2,1.2
275,1.2,0.08827398563596203,0.8609379187175714,0.13906208128242864,0.012275564165632085,1.27599842147033,1,1.2,1.2
276,1.2,0.07540151750624403,0.881691506854944,0.11830849314505601,0.00892063991701429,1.2664808775892298,1,1.2,1.2
277,1.2,0.07185672003234637,0.812018270824631,0.18798172917536904,0.013507750484550851,1.2583489695477954,1,1.2,1.2
278,1.2,0.0565162331578996,0.9475346811272494,0.05246531887275069,0.002965142194115925,1.2535510909637837,1,1.2,1.2
279,1.2,0.029858896785704882,1.0,0.0,0.0,1.229858896785705,1,1.2,1.2
280,1.2,0.01022112849595698,1.0,0.0,0.0,1.210221128495957,1,1.2,1.2
281,1.2,0.05717278473391715,0.9146779018944137,0.08532209810558629,0.004878101948036847,1.2522946827858803,1,1.2,1.2
282,1.2,0.06204568234208647,0.963821945060982,0.0361780549390181,0.0022446921045008662,1.2598009902375855,1,1.2,1.2
283,1.2,0.09600738256079852,0.8478205073119944,0.1521794926880056,0.014610354772405592,1.2813970277883928,1,1.2,1.2
284,1.2,0.053614067703119314,0.9683089259894925,0.031691074010507574,0.0016990873875839154,1.2519149803155354,1,1.2,1.2
285,1.2,0.08193711683319198,0.8922767804258644,0.1077232195741356,0.008826530027893537,1.2731105868052983,1,1.2,1.2
286,1.2,0.00207490962339809,1.0,0.0,0.0,1.202074909623398,1,1.2,1.2
287,1.2,0.07048143248297524,0.9604070203448174,0.03959297965518259,0.0027905699223665648,1.2676908625606087,1,1.2,1.2
288,1.2,0.06759373571349772,0.9916286414066922,0.008371358593307801,0.0005658514003189683,1.2670278843131786,1,1.2,1.2
289,1.2,0.11344744400048684,0.8014655679464442,0.19853443205355578,0.022523223862564234,1.2909242201379225,1,1.2,1.2
290,1.2,0.049899306627881404,0.9219481151545886,0.07805188484541134,0.0038947349347852717,1.246004571693096,1,1.2,1.2
291,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
292,1.2,0.04824884319391481,0.9957080392386451,0.004291960761354803,0.00020708214176904546,1.2480417610521457,1,1.2,1.2
293,1.2,0.08857585930522635,0.7938441422963287,0.2061558577036713,0.018260432246908653,1.2703154270583177,1,1.2,1.2
294,1.2,0.012935411222827917,1.0,0.0,0.0,1.2129354112228279,1,1.2,1.2
295,1.2,0.06941793473239721,0.8361426708961424,0.1638573291038577,0.01137463737715652,1.2580432973552405,1,1.2,1.2
296,1.2,0.01110502749840387,0.9742221608865682,0.025777839113431743,0.00028626361220409084,1.2108187638861998,1,1.2,1.2
297,1.2,0.13285195403252437,0.9231656125699341,0.07683438743006586,0.01020759850697628,1.322644355525548,1,1.2,1.2
298,1.2,0.008757231726166714,1.0,0.0,0.0,1.2087572317261666,1,1.2,1.2
299,1.2,0.03917646348578356,0.9123581794293775,0.0876418205706225,0.003433496583412588,1.235742966902371,1,1.2,1.2
300,1.2,0.06966638879283352,1.0,0.0,0.0,1.2696663887928334,1,1.2,1.2
