iter,E_before,N,I,risk,iN,P_lem,accepted_lem,E_after,E_raw
51,1.2,0.04487349783842441,0.8811903877045875,0.11880961229541256,0.0053314028805222366,1.2395420949579021,1,1.2,1.2
52,1.2,0.04574944115754296,0.9082248921875942,0.09177510781240589,0.004198659894590822,1.241550781262952,1,1.2,1.2
53,1.2,0.022655292799604917,0.9830855265338556,0.0169144734661444,0.00038320234892664937,1.222272090450678,1,1.2,1.2
54,1.2,0.021999117803576745,0.9905527124307361,0.009447287569263971,0.0002078319921605036,1.2217912858114162,1,1.2,1.2
55,1.2,0.09361232549829582,0.9740312305616625,0.025968769438337536,0.002430996897451845,1.291181328600844,1,1.2,1.2
56,1.2,0.07737694574183429,0.8952608849931849,0.10473911500681504,0.008104392818930073,1.269272552922904,1,1.2,1.2
57,1.2,0.036234001772128224,1.0,0.0,0.0,1.2362340017721283,1,1.2,1.2
58,1.2,0.06288518030855478,0.9510124190829243,0.04898758091707561,0.0030805928588502206,1.2598045874497046,1,1.2,1.2
59,1.2,0.06930704845418816,0.9157389345788021,0.08426106542119793,0.005839885743948483,1.2634671627102396,1,1.2,1.2
60,1.2,0.12407115565283662,0.8630823945902473,0.13691760540975273,0.016987525532407097,1.3070836301204296,1,1.2,1.2
61,1.2,0.0190601002951254,0.9681640978980337,0.03183590210196629,0.0006067954870492712,1.2184533048080761,1,1.2,1.2
62,1.2,0.0687998673588706,0.8494807804073334,0.15051921959266656,0.010355702342936177,1.2584441650159344,1,1.2,1.2
63,1.2,0.09340444983658314,0.8700711072386248,0.12992889276137523,0.01213593674625266,1.2812685130903305,1,1.2,1.2
64,1.2,0.11853211564878247,0.9171996139376036,0.0828003860623964,0.009814504936511802,1.3087176107122707,1,1.2,1.2
65,1.2,0.03440993869001009,1.0,0.0,0.0,1.23440993869001,1,1.2,1.2
66,1.2,0.04440760787376928,1.0,0.0,0.0,1.2444076078737691,1,1.2,1.2
67,1.2,0.08540603787257617,0.9086238894078473,0.09137611059215273,0.007804071561882099,1.2776019663106941,1,1.2,1.2
68,1.2,0.0011677482198936828,1.0,0.0,0.0,1.2011677482198937,1,1.2,1.2
69,1.2,0.07254055389800781,0.8710450069276716,0.12895499307232844,0.009354466625380461,1.2631860872726273,1,1.2,1.2
70,1.2,0.13986923566767145,0.6864637938984277,0.31353620610157223,0.04385406950156842,1.296015166166103,1,1.2,1.2
71,1.2,0.07657637733103985,0.9575852532043454,0.0424147467956546,0.0032479676550245602,1.2733284096760153,1,1.2,1.2
72,1.2,0.0,0.9866144268828082,0.01338557311719179,0.0,1.2,0,1.2,1.2
73,1.2,0.02748235618758696,0.9877890355838799,0.01221096441612008,0.00033558607347776323,1.2271467701141092,1,1.2,1.2
74,1.2,0.035516128037607675,0.9644201906756901,0.035579809324309944,0.0012636570635158589,1.2342524709740919,1,1.2,1.2
75,1.2,0.10263920923150574,0.8689805205499259,0.1310194794500741,0.013447735764679121,1.2891914734668266,1,1.2,1.2
76,1.2,0.05365460651845247,0.9873971598191477,0.012602840180852379,0.0006762004309185745,1.2529784060875337,1,1.2,1.2
77,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
78,1.2,0.05784869796726718,0.8421850667602853,0.15781493323971477,0.009129388407708692,1.2487193095595586,1,1.2,1.2
79,1.2,0.06521098085891543,0.8726098474181486,0.12739015258185138,0.008307236801629425,1.2569037440572859,1,1.2,1.2
80,1.2,0.040028176058433916,1.0,0.0,0.0,1.240028176058434,1,1.2,1.2
81,1.2,0.02139532951070512,1.0,0.0,0.0,1.2213953295107052,1,1.2,1.2
82,1.2,0.1451387892974066,0.8669027868043314,0.13309721319566858,0.019317568382078147,1.3258212209153284,1,1.2,1.2
83,1.2,0.0935395681494538,0.9328988771250067,0.06710112287499323,0.006276610056070305,1.2872629580933834,1,1.2,1.2
84,1.2,0.09726292051496976,0.8640369470767432,0.13596305292325686,0.013224163609447356,1.2840387569055223,1,1.2,1.2
85,1.2,0.05373448409367638,0.9375567453943601,0.06244325460563995,0.003355356071364143,1.2503791280223122,1,1.2,1.2
86,1.2,0.033808492182824376,0.9371261993065068,0.06287380069349327,0.002125668399250424,1.231682823783574,1,1.2,1.2
87,1.2,0.04180066078636879,1.0,0.0,0.0,1.2418006607863687,1,1.2,1.2
88,1.2,0.008882497027215226,0.9807116076812358,0.019288392318764246,0.00017132908743118424,1.208711167939784,1,1.2,1.2
89,1.2,0.1231636502564174,0.8442040390136272,0.15579596098637277,0.019188399250288073,1.303975251006129,1,1.2,1.2
90,1.2,0.055254466955604695,0.9194033326731472,0.08059666732685278,0.004453325891543451,1.2508011410640614,1,1.2,1.2
91,1.2,0.11224006966827299,0.8543427913298796,0.14565720867012039,0.016348575248820496,1.2958914944194526,1,1.2,1.2
92,1.2,0.04356291076665051,0.8924100715770249,0.10758992842297506,0.00468693045128038,1.23887598031537,1,1.2,1.2
93,1.2,0.07715025753846454,0.8306318913540429,0.16936810864595703,0.013066793200838232,1.2640834643376264,1,1.2,1.2
94,1.2,0.06732937748887624,0.9804281985993736,0.019571801400626462,0.001317757204640093,1.2660116202842362,1,1.2,1.2
95,1.2,0.005273632030173399,0.9111252449522295,0.08887475504777057,0.0004686927548937377,1.2048049392752795,1,1.2,1.2
96,1.2,0.1289466288313319,0.8542400060665317,0.14575999393346825,0.018795259836196124,1.3101513689951356,1,1.2,1.2
97,1.2,0.04467250715456049,0.8733207768024174,0.12667922319758268,0.005659078504628175,1.2390134286499321,1,1.2,1.2
98,1.2,0.01571817271826048,1.0,0.0,0.0,1.2157181727182604,1,1.2,1.2
99,1.2,0.08573307178756177,0.9168505699979054,0.08314943000209465,0.007128656051464421,1.2786044157360972,1,1.2,1.2
100,1.2,0.059795125331197144,0.936417994528789,0.06358200547121094,0.0038018939859599215,1.2559932313452373,1,1.2,1.2
101,1.2,0.07350298195195734,0.8414223285919653,0.15857767140803464,0.011655931719488196,1.261847050232469,1,1.2,1.2
102,1.2,0.06362339627606982,0.8914549848048733,0.10854501519512669,0.006906002515551567,1.256717393760518,1,1.2,1.2
103,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
104,1.2,0.026270789188285154,1.0,0.0,0.0,1.2262707891882851,1,1.2,1.2
105,1.2,0.024873905322849964,0.9868574856476207,0.013142514352379352,0.00032690565770528054,1.2245469996651446,1,1.2,1.2
106,1.2,0.09663610169424053,0.9503563138538895,0.04964368614611042,0.004797372302892492,1.291838729391348,1,1.2,1.2
107,1.2,0.061225259703776694,0.950738160022147,0.049261839977853106,0.003016068946129942,1.2582091907576467,1,1.2,1.2
108,1.2,0.046893076225521566,0.8935904172641439,0.10640958273585609,0.0049898726743584434,1.241903203551163,1,1.2,1.2
109,1.2,0.08152461748015705,0.8353005536516743,0.16469944634832565,0.0134270593627409,1.268097558117416,1,1.2,1.2
110,1.2,0.05381977283000398,0.9702134031875304,0.02978659681246961,0.0016031078738260368,1.252216664956178,1,1.2,1.2
111,1.2,0.051045647324780015,0.9266203836467028,0.0733796163532971,0.0037457100171980665,1.247299937307582,1,1.2,1.2
112,1.2,0.06706293433814844,0.9737438824058902,0.0262561175941098,0.0017608122901884922,1.2653021220479599,1,1.2,1.2
113,1.2,0.06361959126511496,0.9122450739749168,0.08775492602508321,0.0055829325252161905,1.2580366587398988,1,1.2,1.2
114,1.2,0.16069896150135682,0.7133190156342883,0.2866809843657117,0.046069336469756576,1.3146296250316,1,1.2,1.2
115,1.2,0.025870265977647196,0.9833248489042822,0.01667515109571783,0.0004313905940636751,1.2254388753835836,1,1.2,1.2
116,1.2,0.0014623199265198714,1.0,0.0,0.0,1.2014623199265198,1,1.2,1.2
117,1.2,0.07262420014361362,0.852558278783252,0.14744172121674803,0.010707837071163993,1.2619163630724497,1,1.2,1.2
118,1.2,0.030836646490255658,0.995703346215083,0.004296653784916962,0.0001324943938565029,1.230704152096399,1,1.2,1.2
119,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
120,1.2,0.01750342352561747,1.0,0.0,0.0,1.2175034235256175,1,1.2,1.2
121,1.2,0.024925568873296465,0.9748024450646721,0.025197554935327906,0.0006280633909791877,1.2242975054823173,1,1.2,1.2
122,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
123,1.2,0.14516988448113194,0.8901672676863432,0.10983273231365677,0.015944405062220637,1.3292254794189113,1,1.2,1.2
124,1.2,0.01612857686181441,0.888800031349757,0.11119996865024301,0.0017934972414067963,1.2143350796204075,1,1.2,1.2
125,1.2,0.17620268676961626,0.8471351073177276,0.1528648926822724,0.026935204803365455,1.3492674819662507,1,1.2,1.2
126,1.2,0.045270041728478774,0.9285981723787999,0.07140182762120001,0.0032323637159013753,1.2420376780125775,1,1.2,1.2
127,1.2,0.1291479057762237,0.8943653669899434,0.10563463301005654,0.01364249163068876,1.315505414145535,1,1.2,1.2
128,1.2,0.05018888616231561,0.9009064578021341,0.09909354219786592,0.004973394508789311,1.2452154916535263,1,1.2,1.2
129,1.2,0.07739064297866474,0.9259390319871073,0.07406096801289272,0.005731625934140092,1.2716590170445248,1,1.2,1.2
130,1.2,0.054647081419358354,1.0,0.0,0.0,1.2546470814193582,1,1.2,1.2
131,1.2,0.05047305024101339,0.9527517142112317,0.04724828578876831,0.00238476510241826,1.248088285138595,1,1.2,1.2
132,1.2,0.06928679558505024,0.9446222062388905,0.055377793761109476,0.0038369498762770658,1.265449845708773,1,1.2,1.2
133,1.2,0.07886154090180555,0.8547303600268419,0.14526963997315812,0.011456187654533776,1.2674053532472718,1,1.2,1.2
134,1.2,0.06621717310673864,0.9029515718519534,0.09704842814804654,0.006426272566416088,1.2597909005403225,1,1.2,1.2
135,1.2,0.062126213903114694,0.9254443236616917,0.07455567633830833,0.0046318618958851275,1.2574943520072295,1,1.2,1.2
136,1.2,0.0311376786582861,0.9468100725263913,0.05318992747360872,0.0016562108695307722,1.2294814677887553,1,1.2,1.2
137,1.2,0.05610853606346042,0.8280113412773178,0.17198865872268226,0.009650031860447801,1.2464585042030125,1,1.2,1.2
138,1.2,0.1229341960990097,0.8331866370533634,0.16681336294663668,0.020507066672417106,1.3024271294265926,1,1.2,1.2
139,1.2,0.029477711612209297,1.0,0.0,0.0,1.2294777116122093,1,1.2,1.2
140,1.2,0.10764571812355461,0.8576876769943775,0.14231232300562247,0.015319312207771493,1.292326405915783,1,1.2,1.2
141,1.2,0.07920573613566442,0.9921824159859123,0.007817584014087664,0.0006191974966382202,1.278586538639026,1,1.2,1.2
142,1.2,0.09709753926232723,0.8607619359744891,0.1392380640255108,0.013519673388527473,1.2835778658737997,1,1.2,1.2
143,1.2,0.015582772623420879,1.0,0.0,0.0,1.2155827726234207,1,1.2,1.2
144,1.2,0.07054868817426078,0.9127182342730749,0.08728176572692511,0.0061576140735677245,1.264391074100693,1,1.2,1.2
145,1.2,0.0483131525678578,0.9471986303218687,0.052801369678131316,0.002551000629051419,1.2457621519388062,1,1.2,1.2
146,1.2,0.04992090487172458,0.932466788548807,0.06753321145119293,0.003371319024537065,1.2465495858471876,1,1.2,1.2
147,1.2,0.11885967891972628,0.9857013073428933,0.014298692657106649,0.0016995380181955505,1.3171601409015308,1,1.2,1.2
148,1.2,0.05052598941961263,0.9305431916278425,0.0694568083721575,0.0035093739649316924,1.247016615454681,1,1.2,1.2
149,1.2,0.07183975958748398,0.9323880175610837,0.06761198243891628,0.004857228563644936,1.266982531023839,1,1.2,1.2
150,1.2,0.0,0.9836002258142945,0.01639977418570548,0.0,1.2,0,1.2,1.2
151,1.2,0.1290940085665674,0.921780259965926,0.07821974003407396,0.010097699790033415,1.318996308776534,1,1.2,1.2
152,1.2,0.09455312054792753,0.9029625164986317,0.09703748350136833,0.009175196875172407,1.2853779236727552,1,1.2,1.2
153,1.2,0.05754702616684611,0.9835884941349822,0.01641150586501787,0.0009444333574515293,1.2566025928093945,1,1.2,1.2
154,1.2,0.04662175310576493,0.8790516665381342,0.12094833346186584,0.005638823341212837,1.240982929764552,1,1.2,1.2
155,1.2,0.08330620967950828,0.8134169681140928,0.18658303188590714,0.015543525176925763,1.2677626845025824,1,1.2,1.2
156,1.2,0.10709647555910774,0.8495298953825919,0.1504701046174081,0.016114817881534627,1.290981657677573,1,1.2,1.2
157,1.2,0.1297573810467117,0.8223414848070311,0.17765851519296896,0.023052503652087088,1.3067048773946246,1,1.2,1.2
158,1.2,0.09311952707188235,0.9030851151904766,0.09691488480952341,0.009024668239688772,1.2840948588321934,1,1.2,1.2
159,1.2,0.0626618326343682,0.959676992003772,0.04032300799622798,0.0025267135783739302,1.2601351190559942,1,1.2,1.2
160,1.2,0.09958335738379412,0.9394151522951903,0.06058484770480966,0.006033242541030799,1.2935501148427633,1,1.2,1.2
161,1.2,0.09129401369670645,0.8999797364392103,0.10002026356078976,0.009131251311466929,1.2821627623852394,1,1.2,1.2
162,1.2,0.10684988373869278,0.8342366900770057,0.16576330992299432,0.017711790393412835,1.28913809334528,1,1.2,1.2
163,1.2,0.13282584630587208,0.8040702498760213,0.19592975012397873,0.026024534876715518,1.3068013114291566,1,1.2,1.2
164,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
165,1.2,0.013119712296207363,1.0,0.0,0.0,1.2131197122962074,1,1.2,1.2
166,1.2,0.12044913733106886,0.8235843446578326,0.1764156553421674,0.021249113497659233,1.2992000238334094,1,1.2,1.2
167,1.2,0.032042782856850145,1.0,0.0,0.0,1.23204278285685,1,1.2,1.2
168,1.2,0.06131128371505043,0.9872544670109958,0.012745532989004119,0.0007814449891883688,1.260529838725862,1,1.2,1.2
169,1.2,0.03315438890413675,0.9446142597374737,0.055385740262526295,0.0018362803724073019,1.2313181085317295,1,1.2,1.2
170,1.2,0.10621248144426784,0.8421069486556566,0.1578930513443434,0.0167702127860899,1.289442268658178,1,1.2,1.2
171,1.2,0.0,0.9847816635484871,0.015218336451512991,0.0,1.2,0,1.2,1.2
172,1.2,0.06288134292930311,0.9038478742162016,0.09615212578379839,0.0060461747947925144,1.2568351681345107,1,1.2,1.2
173,1.2,0.1246483872660483,0.9535838491209792,0.04641615087902079,0.005785698350167518,1.3188626889158805,1,1.2,1.2
174,1.2,0.03635586299235577,0.9268276482695054,0.07317235173049466,0.0026602439943423295,1.2336956189980133,1,1.2,1.2
175,1.2,0.0,0.9262025475973246,0.07379745240267545,0.0,1.2,0,1.2,1.2
176,1.2,0.07473426450802634,0.8679896832981981,0.1320103167018018,0.009865693926180787,1.2648685705818454,1,1.2,1.2
177,1.2,0.03716225353912822,0.9147171112547356,0.08528288874526439,0.0031693043341007783,1.2339929492050274,1,1.2,1.2
178,1.2,0.10273886223956152,0.8650694643056678,0.13493053569433225,0.013862609718610237,1.2888762525209512,1,1.2,1.2
179,1.2,0.06937603570794784,0.9032315951863763,0.0967684048136237,0.00671340830775111,1.2626626274001966,1,1.2,1.2
180,1.2,0.02546618941042473,0.976817006719508,0.023182993280492024,0.0005903824979816132,1.224875806912443,1,1.2,1.2
181,1.2,0.053899098701905644,0.9161513883400385,0.08384861165996152,0.004519364595878021,1.2493797341060275,1,1.2,1.2
182,1.2,0.09999296987641179,0.9329352402472263,0.06706475975277368,0.006706004501727895,1.2932869653746837,1,1.2,1.2
183,1.2,0.05499963878721689,0.8599276560723911,0.14007234392760892,0.007703928320097304,1.2472957104671196,1,1.2,1.2
184,1.2,0.03025647084749743,1.0,0.0,0.0,1.2302564708474975,1,1.2,1.2
185,1.2,0.06809224767324774,0.8760700432678367,0.12392995673216331,0.008438669307941342,1.2596535783653064,1,1.2,1.2
186,1.2,0.06045704222242637,0.8610035198112389,0.1389964801887611,0.00840331607154058,1.2520537261508857,1,1.2,1.2
187,1.2,0.09427175930266107,0.8447828854923036,0.15521711450769637,0.014632590458523135,1.2796391688441378,1,1.2,1.2
188,1.2,0.08216466005296373,0.7850197529191393,0.21498024708086072,0.01766377891950107,1.2645008811334626,1,1.2,1.2
189,1.2,0.051793532445358226,1.0,0.0,0.0,1.2517935324453582,1,1.2,1.2
190,1.2,0.12417017446068564,0.8738807621950185,0.1261192378049815,0.01566024776109325,1.3085099266995923,1,1.2,1.2
191,1.2,0.06431521777372132,0.857344204428508,0.14265579557149194,0.009174938558863976,1.2551402792148574,1,1.2,1.2
192,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
193,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
194,1.2,0.07758546424067975,0.8806880507705458,0.11931194922945425,0.009256872970427616,1.268328591270252,1,1.2,1.2
195,1.2,0.07105096717314215,0.9853771335868478,0.014622866413152247,0.0010389688014981232,1.2700119983716438,1,1.2,1.2
196,1.2,0.0,0.9972823207304808,0.0027176792695191134,0.0,1.2,0,1.2,1.2
197,1.2,0.04112895865446657,0.9276759610288096,0.07232403897119047,0.0029746124085701206,1.2381543462458964,1,1.2,1.2
198,1.2,0.08807814504885081,0.8873941543384449,0.11260584566155507,0.009918114007526955,1.278160031041324,1,1.2,1.2
199,1.2,0.09040532341503416,0.8800530431962056,0.1199469568037944,0.010843843422496165,1.2795614799925379,1,1.2,1.2
200,1.2,0.08120258822405867,0.9377905572746237,0.06220944272537627,0.005051567761276895,1.2761510204627817,1,1.2,1.2
201,1.2,0.05281554344674166,0.9267825430310621,0.07321745696893785,0.003867019779602877,1.2489485236671387,1,1.2,1.2
202,1.2,0.09282113901669675,0.9083016917911925,0.09169830820880749,0.008511541413845629,1.2843095976028511,1,1.2,1.2
203,1.2,0.0808466902292845,0.9162759113206276,0.08372408867937245,0.006768815462190368,1.2740778747670942,1,1.2,1.2
204,1.2,0.055298313306874784,0.8921660719305466,0.1078339280694534,0.005963034339495631,1.249335278967379,1,1.2,1.2
205,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
206,1.2,0.0007125841022871671,1.0,0.0,0.0,1.2007125841022872,1,1.2,1.2
207,1.2,0.032869422393792924,0.9230849981410615,0.07691500185893853,0.002528151684520818,1.230341270709272,1,1.2,1.2
208,1.2,0.048604637344697006,0.931784931089271,0.06821506891072901,0.0033155686858495,1.2452890686588476,1,1.2,1.2
209,1.2,0.1035686998684317,0.8093332535444974,0.19066674645550263,0.019747107038540317,1.2838215928298915,1,1.2,1.2
210,1.2,0.057234482610954415,0.8636393263883848,0.13636067361161516,0.00780453260264202,1.2494299500083124,1,1.2,1.2
211,1.2,0.06368506633736437,0.9654478315865359,0.03455216841346413,0.0022004571375112466,1.261484609199853,1,1.2,1.2
212,1.2,0.03622398591205059,1.0,0.0,0.0,1.2362239859120505,1,1.2,1.2
213,1.2,0.024474645850653905,0.9885312593829367,0.011468740617063225,0.00028069336495563336,1.2241939524856982,1,1.2,1.2
214,1.2,0.09214340077514406,0.8033894275115279,0.19661057248847208,0.0181163667774358,1.2740270339977082,1,1.2,1.2
215,1.2,0.004712739384918396,0.974703339325102,0.02529666067489802,0.00011921656906950817,1.2045935228158489,1,1.2,1.2
216,1.2,0.01837824243369862,0.9542112546564016,0.04578874534359845,0.0008415166626595411,1.217536725771039,1,1.2,1.2
217,1.2,0.05475653397249093,1.0,0.0,0.0,1.2547565339724909,1,1.2,1.2
218,1.2,0.09713187966273937,0.9136917800451493,0.08630821995485069,0.008383279634559801,1.2887486000281796,1,1.2,1.2
219,1.2,0.038643990465057815,1.0,0.0,0.0,1.2386439904650577,1,1.2,1.2
220,1.2,0.03382866893249778,0.9380110752462568,0.061988924753743194,0.0020970028129758947,1.231731666119522,1,1.2,1.2
221,1.2,0.052430226362543776,0.9206506282508234,0.07934937174917658,0.004160305522534963,1.2482699208400088,1,1.2,1.2
222,1.2,0.07447687415715375,0.8445946682350072,0.15540533176499283,0.011574103337212099,1.2629027708199416,1,1.2,1.2
223,1.2,0.04628855396542483,1.0,0.0,0.0,1.2462885539654247,1,1.2,1.2
224,1.2,0.10268889666287932,0.8933477326094076,0.10665226739059244,0.010952003664934318,1.2917368929979451,1,1.2,1.2
225,1.2,0.10458369778309508,0.8553307070011624,0.1446692929988376,0.01513004961748446,1.2894536481656107,1,1.2,1.2
226,1.2,0.0547544987918662,0.9168558067474458,0.08314419325255419,0.0045525186289976675,1.2502019801628685,1,1.2,1.2
227,1.2,0.138040502405052,0.7305023706612499,0.26949762933875004,0.03720158815089154,1.3008389142541603,1,1.2,1.2
228,1.2,0.06277524540531114,0.9166601758477728,0.08333982415222713,0.005231677913191538,1.2575435674921196,1,1.2,1.2
229,1.2,0.10304960629865542,0.9186235240799808,0.08137647592001913,0.008385813805529989,1.2946637924931255,1,1.2,1.2
230,1.2,0.07332281490473021,0.9133057645120166,0.08669423548798343,0.0063566653819924985,1.2669661495227378,1,1.2,1.2
231,1.2,0.07255632845830215,0.9546008461475077,0.04539915385249229,0.0032939959186504223,1.2692623325396517,1,1.2,1.2
232,1.2,0.0,1.0,0.0,0.0,1.2,0,1.2,1.2
233,1.2,0.015304635480415683,1.0,0.0,0.0,1.2153046354804156,1,1.2,1.2
234,1.2,0.048272336534049526,0.8452116380376647,0.15478836196233528,0.007471995900200118,1.2408003406338495,1,1.2,1.2
235,1.2,0.10423973479629192,0.9230168740615311,0.07698312593846893,0.00802470063161554,1.2962150341646763,1,1.2,1.2
236,1.2,0.07390833809803828,0.9316639060998704,0.06833609390012968,0.005050607132270071,1.2688577309657683,1,1.2,1.2
237,1.2,0.04862544647839619,0.9323831817551554,0.06761681824484453,0.0032878979766041323,1.245337548501792,1,1.2,1.2
